Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Parameter11,Parameter12,Parameter13,Parameter14,Parameter15,Parameter16,Parameter17,Parameter18,Parameter19,Parameter20,Parameter21,Parameter22,Parameter23,Parameter24,Parameter25,Parameter26,Parameter27,Parameter28,Parameter29,Parameter30,Parameter31,Parameter32,Parameter33,Parameter34,#NAME?,Parameter36,Parameter37,Parameter38,Parameter39,Parameter40,Parameter41,Parameter42,Parameter43,Parameter44,Parameter45,Parameter46,Parameter47,Parameter48,Parameter49,Parameter50,Parameter51,Parameter52,Parameter53
1346,name,name2793,Web,complete,insertValue,2019-03-08T08:34:26.290+11:00,surname,surname2793,Web,complete,insertValue,2019-03-08T08:34:39.998+11:00,age,22,Web,complete,insertValue,2019-03-08T08:34:49.555+11:00,4,type,Web,complete,insertValue,2019-03-08T08:35:05.134+11:00,B4,Web,complete,clickButton,2019-03-08T08:35:19.028+11:00,Web,complete,goToUrl,2019-03-08T08:35:20.522+11:00,www.webpage.com,B5,Web,complete,clickButton,2019-03-08T08:35:22.294+11:00,valueX,valuex2793,Web,complete,insertValue,2019-03-08T08:35:31.612+11:00,OK,Web,complete,clickButton,2019-03-08T08:35:34.978+11:00,,
1347,name,name1904,Web,complete,insertValue,2019-03-08T08:35:44.978+11:00,surname,surname1904,Web,complete,insertValue,2019-03-08T08:35:59.464+11:00,age,48,Web,complete,insertValue,2019-03-08T08:36:05.144+11:00,4,type,Web,complete,insertValue,2019-03-08T08:36:13.598+11:00,B4,Web,complete,clickButton,2019-03-08T08:36:16.647+11:00,Excel,complete,openFile,Sheet1,2019-03-08T08:36:18.375+11:00,data123.xls,2026,Excel,complete,findValue,TRUE,2019-03-08T08:36:20.668+11:00,copy,B,value1904,Excel,1,complete,2019-03-08T08:36:24.629+11:00,finalCode,vaue1904,Web,complete
1348,name,name2404,Web,complete,insertValue,2019-03-08T08:36:41.181+11:00,surname,surname2404,Web,complete,insertValue,2019-03-08T08:36:50.884+11:00,age,28,Web,complete,insertValue,2019-03-08T08:37:01.957+11:00,4,type,Web,complete,insertValue,2019-03-08T08:37:11.127+11:00,B4,Web,complete,clickButton,2019-03-08T08:37:16.339+11:00,Web,complete,goToUrl,2019-03-08T08:37:19.340+11:00,www.webpage.com,B5,Web,complete,clickButton,2019-03-08T08:37:22.598+11:00,valueX,valuex2404,Web,complete,insertValue,2019-03-08T08:37:30.250+11:00,Cancel,Web,complete,clickButton,2019-03-08T08:37:31.597+11:00,,
1349,name,name2603,Web,complete,insertValue,2019-03-08T08:37:41.597+11:00,surname,surname2603,Web,complete,insertValue,2019-03-08T08:37:49.971+11:00,age,29,Web,complete,insertValue,2019-03-08T08:37:57.999+11:00,1,type,Web,complete,insertValue,2019-03-08T08:38:10.841+11:00,B1,Web,complete,clickButton,2019-03-08T08:38:20.488+11:00,insertValue,B,2579,Excel,33,complete,2019-03-08T08:38:23.334+11:00,Web,complete,goToUrl,2019-03-08T08:38:33.216+11:00,www.webpage2.com,value2,value2579,Web,complete,copy,2019-03-08T08:38:37.511+11:00,paste,C,vaue2579,Excel,2
1350,name,name1373,Web,complete,insertValue,2019-03-08T08:38:54.382+11:00,surname,surname1373,Web,complete,insertValue,2019-03-08T08:39:09.125+11:00,age,20,Web,complete,insertValue,2019-03-08T08:39:17.714+11:00,4,type,Web,complete,insertValue,2019-03-08T08:39:22.027+11:00,B4,Web,complete,clickButton,2019-03-08T08:39:27.388+11:00,Excel,complete,openFile,Sheet1,2019-03-08T08:39:30.976+11:00,data123.xls,2046,Excel,complete,findValue,FALSE,2019-03-08T08:39:34.973+11:00,copy,B,value1373,Excel,1,complete,2019-03-08T08:39:37.493+11:00,paste,C,vaue1373,Excel
1351,name,name2007,Web,complete,insertValue,2019-03-08T08:39:51.110+11:00,surname,surname2007,Web,complete,insertValue,2019-03-08T08:39:59.984+11:00,age,29,Web,complete,insertValue,2019-03-08T08:40:09.887+11:00,1,type,Web,complete,insertValue,2019-03-08T08:40:17.126+11:00,B1,Web,complete,clickButton,2019-03-08T08:40:24.051+11:00,insertValue,B,1332,Excel,39,complete,2019-03-08T08:40:25.845+11:00,Web,complete,goToUrl,2019-03-08T08:40:32.836+11:00,www.webpage2.com,value2,value1332,Web,complete,copy,2019-03-08T08:40:32.836+11:00,paste,C,vaue1332,Excel,2
1352,name,name920,Web,complete,insertValue,2019-03-08T08:40:54.249+11:00,surname,surname920,Web,complete,insertValue,2019-03-08T08:41:05.002+11:00,age,25,Web,complete,insertValue,2019-03-08T08:41:12.481+11:00,2,type,Web,complete,insertValue,2019-03-08T08:41:21.587+11:00,B1,Web,complete,clickButton,2019-03-08T08:41:24.573+11:00,insertValue,B,4023,Excel,22,complete,2019-03-08T08:41:28.069+11:00,Web,complete,goToUrl,2019-03-08T08:41:41.264+11:00,www.webpage2.com,value2,value4023,Web,complete,copy,2019-03-08T08:41:41.264+11:00,paste,C,vaue4023,Excel,2
1353,name,name414,Web,complete,insertValue,2019-03-08T08:41:56.090+11:00,surname,surname414,Web,complete,insertValue,2019-03-08T08:42:05.617+11:00,age,29,Web,complete,insertValue,2019-03-08T08:42:16.385+11:00,3,type,Web,complete,insertValue,2019-03-08T08:42:35.197+11:00,B4,Web,complete,clickButton,2019-03-08T08:42:43.453+11:00,Excel,complete,openFile,Sheet1,2019-03-08T08:42:46.442+11:00,data123.xls,1314,Excel,complete,findValue,FALSE,2019-03-08T08:42:49.504+11:00,copy,B,value414,Excel,1,complete,2019-03-08T08:42:53.220+11:00,paste,C,vaue414,Excel
1354,name,name185,Web,complete,insertValue,2019-03-08T08:43:08.592+11:00,surname,surname185,Web,complete,insertValue,2019-03-08T08:43:18.021+11:00,age,26,Web,complete,insertValue,2019-03-08T08:43:18.569+11:00,2,type,Web,complete,insertValue,2019-03-08T08:43:37.404+11:00,B1,Web,complete,clickButton,2019-03-08T08:43:42.513+11:00,insertValue,B,3979,Excel,15,complete,2019-03-08T08:43:46.525+11:00,Web,complete,goToUrl,2019-03-08T08:43:58.838+11:00,www.webpage2.com,value2,value3979,Web,complete,copy,2019-03-08T08:44:06.390+11:00,paste,C,vaue3979,Excel,2
1355,name,name1743,Web,complete,insertValue,2019-03-08T08:44:21.176+11:00,surname,surname1743,Web,complete,insertValue,2019-03-08T08:44:35.118+11:00,age,27,Web,complete,insertValue,2019-03-08T08:44:38.734+11:00,2,type,Web,complete,insertValue,2019-03-08T08:44:48.098+11:00,B1,Web,complete,clickButton,2019-03-08T08:44:59.131+11:00,insertValue,B,3934,Excel,18,complete,2019-03-08T08:45:01.800+11:00,Web,complete,goToUrl,2019-03-08T08:45:14.096+11:00,www.webpage2.com,value2,value3934,Web,complete,copy,2019-03-08T08:45:25.115+11:00,finalCode,vaue3934,Web,complete,paste
1356,name,name2688,Web,complete,insertValue,2019-03-08T08:45:39.804+11:00,surname,surname2688,Web,complete,insertValue,2019-03-08T08:45:54.939+11:00,age,22,Web,complete,insertValue,2019-03-08T08:46:02.520+11:00,2,type,Web,complete,insertValue,2019-03-08T08:46:04.792+11:00,B1,Web,complete,clickButton,2019-03-08T08:46:16.721+11:00,insertValue,B,2477,Excel,40,complete,2019-03-08T08:46:19.185+11:00,Web,complete,goToUrl,2019-03-08T08:46:31.455+11:00,www.webpage2.com,value2,value2477,Web,complete,copy,2019-03-08T08:46:40.872+11:00,paste,C,vaue2477,Excel,2
1357,name,name304,Web,complete,insertValue,2019-03-08T08:46:55.061+11:00,surname,surname304,Web,complete,insertValue,2019-03-08T08:47:01.894+11:00,age,26,Web,complete,insertValue,2019-03-08T08:47:07.975+11:00,4,type,Web,complete,insertValue,2019-03-08T08:47:16.564+11:00,B4,Web,complete,clickButton,2019-03-08T08:47:24.682+11:00,Excel,complete,openFile,Sheet1,2019-03-08T08:47:28.803+11:00,data123.xls,4888,Excel,complete,findValue,TRUE,2019-03-08T08:47:32.029+11:00,copy,B,value304,Excel,1,complete,2019-03-08T08:47:33.970+11:00,finalCode,vaue304,Web,complete
1358,name,name31,Web,complete,insertValue,2019-03-08T08:47:49.915+11:00,surname,surname31,Web,complete,insertValue,2019-03-08T08:47:52.746+11:00,age,27,Web,complete,insertValue,2019-03-08T08:48:01.223+11:00,4,type,Web,complete,insertValue,2019-03-08T08:48:16.961+11:00,B4,Web,complete,clickButton,2019-03-08T08:48:24.266+11:00,Web,complete,goToUrl,2019-03-08T08:48:25.073+11:00,www.webpage.com,B5,Web,complete,clickButton,2019-03-08T08:48:26.835+11:00,valueX,valuex31,Web,complete,insertValue,2019-03-08T08:48:31.429+11:00,OK,Web,complete,clickButton,2019-03-08T08:48:34.989+11:00,,
1359,name,name1161,Web,complete,insertValue,2019-03-08T08:48:44.989+11:00,surname,surname1161,Web,complete,insertValue,2019-03-08T08:48:51.625+11:00,age,21,Web,complete,insertValue,2019-03-08T08:48:56.748+11:00,1,type,Web,complete,insertValue,2019-03-08T08:48:59.052+11:00,B1,Web,complete,clickButton,2019-03-08T08:49:01.664+11:00,insertValue,B,4550,Excel,27,complete,2019-03-08T08:49:06.483+11:00,Web,complete,goToUrl,2019-03-08T08:49:18.744+11:00,www.webpage2.com,value2,value4550,Web,complete,copy,2019-03-08T08:49:38.044+11:00,paste,C,vaue4550,Excel,2
1360,name,name1527,Web,complete,insertValue,2019-03-08T08:49:51.965+11:00,surname,surname1527,Web,complete,insertValue,2019-03-08T08:50:09.624+11:00,age,25,Web,complete,insertValue,2019-03-08T08:50:32.031+11:00,2,type,Web,complete,insertValue,2019-03-08T08:50:37.257+11:00,B1,Web,complete,clickButton,2019-03-08T08:50:44.036+11:00,insertValue,B,3255,Excel,24,complete,2019-03-08T08:50:47.325+11:00,Web,complete,goToUrl,2019-03-08T08:50:52.614+11:00,www.webpage2.com,value2,value3255,Web,complete,copy,2019-03-08T08:50:59.965+11:00,finalCode,vaue3255,Web,complete,paste
1361,name,name384,Web,complete,insertValue,2019-03-08T08:51:16.156+11:00,surname,surname384,Web,complete,insertValue,2019-03-08T08:51:26.407+11:00,age,22,Web,complete,insertValue,2019-03-08T08:51:39.674+11:00,3,type,Web,complete,insertValue,2019-03-08T08:51:53.039+11:00,B4,Web,complete,clickButton,2019-03-08T08:51:54.130+11:00,Web,complete,goToUrl,2019-03-08T08:51:56.125+11:00,www.webpage.com,B5,Web,complete,clickButton,2019-03-08T08:51:58.031+11:00,valueX,valuex384,Web,complete,insertValue,2019-03-08T08:52:03.761+11:00,OK,Web,complete,clickButton,2019-03-08T08:52:05.886+11:00,,
1362,name,name1030,Web,complete,insertValue,2019-03-08T08:52:15.886+11:00,surname,surname1030,Web,complete,insertValue,2019-03-08T08:52:23.515+11:00,age,25,Web,complete,insertValue,2019-03-08T08:52:38.983+11:00,3,type,Web,complete,insertValue,2019-03-08T08:52:49.198+11:00,B4,Web,complete,clickButton,2019-03-08T08:53:03.114+11:00,Excel,complete,openFile,Sheet1,2019-03-08T08:53:06.591+11:00,data123.xls,4779,Excel,complete,findValue,FALSE,2019-03-08T08:53:08.677+11:00,copy,B,value1030,Excel,1,complete,2019-03-08T08:53:11.979+11:00,finalCode,vaue1030,Web,complete
1363,name,name658,Web,complete,insertValue,2019-03-08T08:53:25.864+11:00,surname,surname658,Web,complete,insertValue,2019-03-08T08:53:36.064+11:00,age,23,Web,complete,insertValue,2019-03-08T08:53:49.215+11:00,3,type,Web,complete,insertValue,2019-03-08T08:53:57.244+11:00,B4,Web,complete,clickButton,2019-03-08T08:54:05.576+11:00,Web,complete,goToUrl,2019-03-08T08:54:08.290+11:00,www.webpage.com,B5,Web,complete,clickButton,2019-03-08T08:54:11.244+11:00,valueX,valuex658,Web,complete,insertValue,2019-03-08T08:54:11.244+11:00,OK,Web,complete,clickButton,2019-03-08T08:54:13.641+11:00,,
1364,name,name1611,Web,complete,insertValue,2019-03-08T08:54:23.641+11:00,surname,surname1611,Web,complete,insertValue,2019-03-08T08:54:35.409+11:00,age,23,Web,complete,insertValue,2019-03-08T08:54:35.409+11:00,4,type,Web,complete,insertValue,2019-03-08T08:54:46.502+11:00,B4,Web,complete,clickButton,2019-03-08T08:54:56.831+11:00,Web,complete,goToUrl,2019-03-08T08:55:00.343+11:00,www.webpage.com,B5,Web,complete,clickButton,2019-03-08T08:55:02.022+11:00,valueX,valuex1611,Web,complete,insertValue,2019-03-08T08:55:17.784+11:00,Cancel,Web,complete,clickButton,2019-03-08T08:55:21.455+11:00,,
1365,name,name988,Web,complete,insertValue,2019-03-08T08:55:31.455+11:00,surname,surname988,Web,complete,insertValue,2019-03-08T08:55:42.786+11:00,age,19,Web,complete,insertValue,2019-03-08T08:56:01.507+11:00,3,type,Web,complete,insertValue,2019-03-08T08:56:05.360+11:00,B4,Web,complete,clickButton,2019-03-08T08:56:22.073+11:00,Excel,complete,openFile,Sheet1,2019-03-08T08:56:26.611+11:00,data123.xls,4151,Excel,complete,findValue,FALSE,2019-03-08T08:56:29.617+11:00,copy,B,value988,Excel,1,complete,2019-03-08T08:56:32.246+11:00,paste,C,vaue988,Excel
1366,name,name344,Web,complete,insertValue,2019-03-08T08:56:50.475+11:00,surname,surname344,Web,complete,insertValue,2019-03-08T08:56:59.417+11:00,age,22,Web,complete,insertValue,2019-03-08T08:57:09.171+11:00,4,type,Web,complete,insertValue,2019-03-08T08:57:14.441+11:00,B4,Web,complete,clickButton,2019-03-08T08:57:24.957+11:00,Excel,complete,openFile,Sheet1,2019-03-08T08:57:27.189+11:00,data123.xls,3644,Excel,complete,findValue,TRUE,2019-03-08T08:57:28.802+11:00,copy,B,value344,Excel,1,complete,2019-03-08T08:57:32.024+11:00,paste,C,vaue344,Excel
1367,name,name2023,Web,complete,insertValue,2019-03-08T08:57:48.919+11:00,surname,surname2023,Web,complete,insertValue,2019-03-08T08:58:09.407+11:00,age,30,Web,complete,insertValue,2019-03-08T08:58:19.031+11:00,3,type,Web,complete,insertValue,2019-03-08T08:58:29.118+11:00,B4,Web,complete,clickButton,2019-03-08T08:58:43.748+11:00,Web,complete,goToUrl,2019-03-08T08:58:44.842+11:00,www.webpage.com,B5,Web,complete,clickButton,2019-03-08T08:58:47.344+11:00,valueX,valuex2023,Web,complete,insertValue,2019-03-08T08:58:50.969+11:00,OK,Web,complete,clickButton,2019-03-08T08:58:54.221+11:00,,
1368,name,name2161,Web,complete,insertValue,2019-03-08T08:59:04.221+11:00,surname,surname2161,Web,complete,insertValue,2019-03-08T08:59:19.418+11:00,age,21,Web,complete,insertValue,2019-03-08T08:59:21.325+11:00,2,type,Web,complete,insertValue,2019-03-08T08:59:29.596+11:00,B1,Web,complete,clickButton,2019-03-08T08:59:36.447+11:00,insertValue,B,4211,Excel,10,complete,2019-03-08T08:59:40.261+11:00,Web,complete,goToUrl,2019-03-08T08:59:52.393+11:00,www.webpage2.com,value2,value4211,Web,complete,copy,2019-03-08T08:59:57.018+11:00,finalCode,vaue4211,Web,complete,paste
1369,name,name2627,Web,complete,insertValue,2019-03-08T09:00:15.162+11:00,surname,surname2627,Web,complete,insertValue,2019-03-08T09:00:24.145+11:00,age,18,Web,complete,insertValue,2019-03-08T09:00:34.254+11:00,3,type,Web,complete,insertValue,2019-03-08T09:00:52.807+11:00,B4,Web,complete,clickButton,2019-03-08T09:01:00.327+11:00,Excel,complete,openFile,Sheet1,2019-03-08T09:01:02.836+11:00,data123.xls,2000,Excel,complete,findValue,FALSE,2019-03-08T09:01:06.913+11:00,copy,B,value2627,Excel,1,complete,2019-03-08T09:01:08.281+11:00,finalCode,vaue2627,Web,complete
1370,name,name2283,Web,complete,insertValue,2019-03-08T09:01:24.960+11:00,surname,surname2283,Web,complete,insertValue,2019-03-08T09:01:36.903+11:00,age,27,Web,complete,insertValue,2019-03-08T09:01:46.996+11:00,2,type,Web,complete,insertValue,2019-03-08T09:01:52.663+11:00,B1,Web,complete,clickButton,2019-03-08T09:01:52.773+11:00,insertValue,B,4691,Excel,35,complete,2019-03-08T09:01:56.852+11:00,Web,complete,goToUrl,2019-03-08T09:02:12.642+11:00,www.webpage2.com,value2,value4691,Web,complete,copy,2019-03-08T09:02:15.693+11:00,paste,C,vaue4691,Excel,2
1371,name,name1558,Web,complete,insertValue,2019-03-08T09:02:30.843+11:00,surname,surname1558,Web,complete,insertValue,2019-03-08T09:02:41.763+11:00,age,25,Web,complete,insertValue,2019-03-08T09:02:54.535+11:00,1,type,Web,complete,insertValue,2019-03-08T09:03:03.489+11:00,B1,Web,complete,clickButton,2019-03-08T09:03:05.537+11:00,insertValue,B,4928,Excel,35,complete,2019-03-08T09:03:08.767+11:00,Web,complete,goToUrl,2019-03-08T09:03:13.350+11:00,www.webpage2.com,value2,value4928,Web,complete,copy,2019-03-08T09:03:20.636+11:00,finalCode,vaue4928,Web,complete,paste
1372,name,name456,Web,complete,insertValue,2019-03-08T09:03:37.161+11:00,surname,surname456,Web,complete,insertValue,2019-03-08T09:03:41.445+11:00,age,29,Web,complete,insertValue,2019-03-08T09:03:51.964+11:00,3,type,Web,complete,insertValue,2019-03-08T09:04:05.497+11:00,B4,Web,complete,clickButton,2019-03-08T09:04:16.009+11:00,Excel,complete,openFile,Sheet1,2019-03-08T09:04:19.089+11:00,data123.xls,4754,Excel,complete,findValue,TRUE,2019-03-08T09:04:22.100+11:00,copy,B,value456,Excel,1,complete,2019-03-08T09:04:25.403+11:00,paste,C,vaue456,Excel
1373,name,name1131,Web,complete,insertValue,2019-03-08T09:04:42.171+11:00,surname,surname1131,Web,complete,insertValue,2019-03-08T09:04:51.503+11:00,age,22,Web,complete,insertValue,2019-03-08T09:04:58.276+11:00,3,type,Web,complete,insertValue,2019-03-08T09:05:08.756+11:00,B4,Web,complete,clickButton,2019-03-08T09:05:14.316+11:00,Excel,complete,openFile,Sheet1,2019-03-08T09:05:18.966+11:00,data123.xls,4039,Excel,complete,findValue,TRUE,2019-03-08T09:05:21.337+11:00,copy,B,value1131,Excel,1,complete,2019-03-08T09:05:23.555+11:00,paste,C,vaue1131,Excel
1374,name,name1078,Web,complete,insertValue,2019-03-08T09:05:43.665+11:00,surname,surname1078,Web,complete,insertValue,2019-03-08T09:05:55.634+11:00,age,18,Web,complete,insertValue,2019-03-08T09:05:59.484+11:00,2,type,Web,complete,insertValue,2019-03-08T09:06:01.047+11:00,B1,Web,complete,clickButton,2019-03-08T09:06:12.142+11:00,insertValue,B,2652,Excel,30,complete,2019-03-08T09:06:15.369+11:00,Web,complete,goToUrl,2019-03-08T09:06:24.426+11:00,www.webpage2.com,value2,value2652,Web,complete,copy,2019-03-08T09:06:30.901+11:00,paste,C,vaue2652,Excel,2
1375,name,name2646,Web,complete,insertValue,2019-03-08T09:06:44.592+11:00,surname,surname2646,Web,complete,insertValue,2019-03-08T09:07:02.445+11:00,age,26,Web,complete,insertValue,2019-03-08T09:07:02.445+11:00,3,type,Web,complete,insertValue,2019-03-08T09:07:05.768+11:00,B4,Web,complete,clickButton,2019-03-08T09:07:22.761+11:00,Excel,complete,openFile,Sheet1,2019-03-08T09:07:26.164+11:00,data123.xls,1158,Excel,complete,findValue,FALSE,2019-03-08T09:07:29.794+11:00,copy,B,value2646,Excel,1,complete,2019-03-08T09:07:32.060+11:00,paste,C,vaue2646,Excel
1376,name,name2100,Web,complete,insertValue,2019-03-08T09:07:47.771+11:00,surname,surname2100,Web,complete,insertValue,2019-03-08T09:07:51.399+11:00,age,19,Web,complete,insertValue,2019-03-08T09:07:57.176+11:00,3,type,Web,complete,insertValue,2019-03-08T09:08:03.348+11:00,B4,Web,complete,clickButton,2019-03-08T09:08:13.873+11:00,Web,complete,goToUrl,2019-03-08T09:08:14.699+11:00,www.webpage.com,B5,Web,complete,clickButton,2019-03-08T09:08:16.427+11:00,valueX,valuex2100,Web,complete,insertValue,2019-03-08T09:08:22.728+11:00,Cancel,Web,complete,clickButton,2019-03-08T09:08:25.892+11:00,,
1377,name,name2996,Web,complete,insertValue,2019-03-08T09:08:35.892+11:00,surname,surname2996,Web,complete,insertValue,2019-03-08T09:08:42.280+11:00,age,20,Web,complete,insertValue,2019-03-08T09:08:42.280+11:00,1,type,Web,complete,insertValue,2019-03-08T09:08:42.280+11:00,B1,Web,complete,clickButton,2019-03-08T09:08:49.963+11:00,insertValue,B,4743,Excel,20,complete,2019-03-08T09:08:54.009+11:00,Web,complete,goToUrl,2019-03-08T09:09:04.186+11:00,www.webpage2.com,value2,value4743,Web,complete,copy,2019-03-08T09:09:09.847+11:00,paste,C,vaue4743,Excel,2
1378,name,name1489,Web,complete,insertValue,2019-03-08T09:09:29.409+11:00,surname,surname1489,Web,complete,insertValue,2019-03-08T09:09:43.699+11:00,age,29,Web,complete,insertValue,2019-03-08T09:09:55.404+11:00,1,type,Web,complete,insertValue,2019-03-08T09:10:00.421+11:00,B1,Web,complete,clickButton,2019-03-08T09:10:11.206+11:00,insertValue,B,4672,Excel,17,complete,2019-03-08T09:10:13.688+11:00,Web,complete,goToUrl,2019-03-08T09:10:25.417+11:00,www.webpage2.com,value2,value4672,Web,complete,copy,2019-03-08T09:10:30.681+11:00,finalCode,vaue4672,Web,complete,paste
1379,name,name1121,Web,complete,insertValue,2019-03-08T09:10:46.614+11:00,surname,surname1121,Web,complete,insertValue,2019-03-08T09:10:57.345+11:00,age,26,Web,complete,insertValue,2019-03-08T09:11:12.506+11:00,3,type,Web,complete,insertValue,2019-03-08T09:11:15.923+11:00,B4,Web,complete,clickButton,2019-03-08T09:11:16.069+11:00,Web,complete,goToUrl,2019-03-08T09:11:19.856+11:00,www.webpage.com,B5,Web,complete,clickButton,2019-03-08T09:11:24.340+11:00,valueX,valuex1121,Web,complete,insertValue,2019-03-08T09:11:40.157+11:00,Cancel,Web,complete,clickButton,2019-03-08T09:11:42.498+11:00,,
1380,name,name474,Web,complete,insertValue,2019-03-08T09:11:52.498+11:00,surname,surname474,Web,complete,insertValue,2019-03-08T09:11:52.498+11:00,age,26,Web,complete,insertValue,2019-03-08T09:12:02.198+11:00,2,type,Web,complete,insertValue,2019-03-08T09:12:11.180+11:00,B1,Web,complete,clickButton,2019-03-08T09:12:25.620+11:00,insertValue,B,4740,Excel,8,complete,2019-03-08T09:12:30.245+11:00,Web,complete,goToUrl,2019-03-08T09:12:38.441+11:00,www.webpage2.com,value2,value4740,Web,complete,copy,2019-03-08T09:12:54.989+11:00,paste,C,vaue4740,Excel,2
1381,name,name2761,Web,complete,insertValue,2019-03-08T09:13:12.957+11:00,surname,surname2761,Web,complete,insertValue,2019-03-08T09:13:31.427+11:00,age,28,Web,complete,insertValue,2019-03-08T09:13:38.780+11:00,2,type,Web,complete,insertValue,2019-03-08T09:13:46.707+11:00,B1,Web,complete,clickButton,2019-03-08T09:13:51.879+11:00,insertValue,B,3811,Excel,21,complete,2019-03-08T09:13:54.775+11:00,Web,complete,goToUrl,2019-03-08T09:13:59.188+11:00,www.webpage2.com,value2,value3811,Web,complete,copy,2019-03-08T09:14:10.993+11:00,paste,C,vaue3811,Excel,2
