Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Parameter11,Parameter12,Parameter13,Parameter14,Parameter15,Parameter16,Parameter17,Parameter18,Parameter19,Parameter20,Parameter21,Parameter22,Parameter23,Parameter24,Parameter25,Parameter26,Parameter27,Parameter28,Parameter29,Parameter30,Parameter31,Parameter32,Parameter33,Parameter34,Parameter35,Parameter36,Parameter37,Parameter38,Parameter39,Parameter40,Parameter41,Parameter42,Parameter43,Parameter44,Parameter45,Parameter46,Parameter47,Parameter48,Parameter49,Parameter50,Parameter51,Parameter52,Parameter53,Parameter54,Parameter55,Parameter56,Parameter57,Parameter58,Parameter59,Parameter60,Parameter61,Parameter62,Parameter63,Parameter64,Parameter65
809,Clients,Web,complete,clickButton,2019-03-06T01:26:03.432+11:00,clientID,ID1497,Web,complete,insertValue,2019-03-06T01:26:05.707+11:00,Web,complete,pressKey,2019-03-06T01:26:27.197+11:00,enter,update,ID1497,Web,complete,clickButton,2019-03-06T01:26:30.728+11:00,address,addA1493addB1954,Web,complete,insertValue,2019-03-06T01:26:34.260+11:00,Country70,country,Web,complete,insertValue,2019-03-06T01:26:47.804+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:27:01.080+11:00,OK,Web,complete,clickButton,2019-03-06T01:27:03.327+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:27:05.374+11:00,,,,,,,,,,,,,,,
810,Clients,Web,complete,clickButton,2019-03-06T01:27:19.739+11:00,clientID,ID330,Web,complete,insertValue,2019-03-06T01:27:23.382+11:00,Web,complete,pressKey,2019-03-06T01:27:28.914+11:00,enter,update,ID330,Web,complete,clickButton,2019-03-06T01:27:32.292+11:00,address,addA1575addB647,Web,complete,insertValue,2019-03-06T01:27:33.634+11:00,Country91,country,Web,complete,insertValue,2019-03-06T01:27:45.986+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:27:54.242+11:00,OK,Web,complete,clickButton,2019-03-06T01:27:56.379+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:27:59.869+11:00,,,,,,,,,,,,,,,
811,Clients,Web,complete,clickButton,2019-03-06T01:28:14.085+11:00,clientID,ID1431,Web,complete,insertValue,2019-03-06T01:28:16.501+11:00,Web,complete,pressKey,2019-03-06T01:28:22.635+11:00,enter,update,ID1431,Web,complete,clickButton,2019-03-06T01:28:25.270+11:00,address,addA1173addB1697,Web,complete,insertValue,2019-03-06T01:28:27.931+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:28:35.023+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:28:45.821+11:00,ID1431,address,addB1697,Web,complete,copy,2019-03-06T01:28:53.378+11:00,paste,A,addB1697,Excel,5,complete,2019-03-06T01:28:56.763+11:00,save,Excel,complete,saveFile,2019-03-06T01:29:00.166+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:29:03.152+11:00
812,Clients,Web,complete,clickButton,2019-03-06T01:29:16.824+11:00,clientID,ID1817,Web,complete,insertValue,2019-03-06T01:29:21.519+11:00,Web,complete,pressKey,2019-03-06T01:29:23.790+11:00,enter,update,ID1817,Web,complete,clickButton,2019-03-06T01:29:26.869+11:00,address,addA1505addB373,Web,complete,insertValue,2019-03-06T01:29:31.530+11:00,Country145,country,Web,complete,insertValue,2019-03-06T01:29:42.995+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:29:43.637+11:00,OK,Web,complete,clickButton,2019-03-06T01:29:47.642+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:29:50.863+11:00,,,,,,,,,,,,,,,
813,Clients,Web,complete,clickButton,2019-03-06T01:30:04.414+11:00,clientID,ID1282,Web,complete,insertValue,2019-03-06T01:30:07.488+11:00,Web,complete,pressKey,2019-03-06T01:30:17.755+11:00,enter,update,ID1282,Web,complete,clickButton,2019-03-06T01:30:19.487+11:00,address,addA30addB437,Web,complete,insertValue,2019-03-06T01:30:21.468+11:00,Country52,country,Web,complete,insertValue,2019-03-06T01:30:38.822+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:30:45.479+11:00,OK,Web,complete,clickButton,2019-03-06T01:30:47.749+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:30:49.770+11:00,,,,,,,,,,,,,,,
814,Clients,Web,complete,clickButton,2019-03-06T01:31:03.160+11:00,clientID,ID1195,Web,complete,insertValue,2019-03-06T01:31:05.877+11:00,Web,complete,pressKey,2019-03-06T01:31:07.696+11:00,enter,update,ID1195,Web,complete,clickButton,2019-03-06T01:31:11.836+11:00,address,addA1308addB229,Web,complete,insertValue,2019-03-06T01:31:16.155+11:00,Country21,country,Web,complete,insertValue,2019-03-06T01:31:27.591+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:31:31.918+11:00,OK,Web,complete,clickButton,2019-03-06T01:31:35.125+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:31:38.592+11:00,,,,,,,,,,,,,,,
815,Clients,Web,complete,clickButton,2019-03-06T01:31:53.667+11:00,clientID,ID297,Web,complete,insertValue,2019-03-06T01:31:56.238+11:00,Web,complete,pressKey,2019-03-06T01:32:10.433+11:00,enter,update,ID297,Web,complete,clickButton,2019-03-06T01:32:15.149+11:00,address,addA1955addB876,Web,complete,insertValue,2019-03-06T01:32:18.500+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:32:20.383+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:32:29.040+11:00,ID297,address,addB876,Web,complete,copy,2019-03-06T01:32:30.656+11:00,paste,A,addB876,Excel,5,complete,2019-03-06T01:32:34.360+11:00,save,Excel,complete,saveFile,2019-03-06T01:32:35.744+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:32:37.508+11:00
816,Clients,Web,complete,clickButton,2019-03-06T01:32:51+11:00,clientID,ID1091,Web,complete,insertValue,2019-03-06T01:32:54.018+11:00,Web,complete,pressKey,2019-03-06T01:32:58.839+11:00,enter,update,ID1091,Web,complete,clickButton,2019-03-06T01:33:04.463+11:00,address,addA745addB386,Web,complete,insertValue,2019-03-06T01:33:07.461+11:00,Country132,country,Web,complete,insertValue,2019-03-06T01:33:18.628+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:33:27.012+11:00,OK,Web,complete,clickButton,2019-03-06T01:33:29.855+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:33:32.724+11:00,,,,,,,,,,,,,,,
817,Clients,Web,complete,clickButton,2019-03-06T01:33:45.476+11:00,clientID,ID337,Web,complete,insertValue,2019-03-06T01:33:49.020+11:00,Web,complete,pressKey,2019-03-06T01:33:51.472+11:00,enter,update,ID337,Web,complete,clickButton,2019-03-06T01:33:54.894+11:00,address,addA469addB51,Web,complete,insertValue,2019-03-06T01:33:56.786+11:00,Country2,country,Web,complete,insertValue,2019-03-06T01:34:09.912+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:34:21.888+11:00,OK,Web,complete,clickButton,2019-03-06T01:34:25.041+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:34:27.625+11:00,,,,,,,,,,,,,,,
818,Clients,Web,complete,clickButton,2019-03-06T01:34:42.808+11:00,clientID,ID140,Web,complete,insertValue,2019-03-06T01:34:45.929+11:00,Web,complete,pressKey,2019-03-06T01:34:53.467+11:00,enter,update,ID140,Web,complete,clickButton,2019-03-06T01:34:53.863+11:00,address,addA788addB1285,Web,complete,insertValue,2019-03-06T01:34:56.935+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:34:57.377+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:35:05.770+11:00,ID140,address,addB1285,Web,complete,copy,2019-03-06T01:35:11.858+11:00,paste,A,addB1285,Excel,5,complete,2019-03-06T01:35:12.548+11:00,save,Excel,complete,saveFile,2019-03-06T01:35:13.977+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:35:16.960+11:00
819,Clients,Web,complete,clickButton,2019-03-06T01:35:29.190+11:00,clientID,ID1662,Web,complete,insertValue,2019-03-06T01:35:33.598+11:00,Web,complete,pressKey,2019-03-06T01:35:46.748+11:00,enter,update,ID1662,Web,complete,clickButton,2019-03-06T01:35:51.764+11:00,address,addA1719addB91,Web,complete,insertValue,2019-03-06T01:35:54.230+11:00,Country182,country,Web,complete,insertValue,2019-03-06T01:35:54.274+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:35:58.409+11:00,OK,Web,complete,clickButton,2019-03-06T01:36:00.664+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:36:05.351+11:00,,,,,,,,,,,,,,,
820,Clients,Web,complete,clickButton,2019-03-06T01:36:18.033+11:00,clientID,ID1969,Web,complete,insertValue,2019-03-06T01:36:19.944+11:00,Web,complete,pressKey,2019-03-06T01:36:23.329+11:00,enter,update,ID1969,Web,complete,clickButton,2019-03-06T01:36:25.461+11:00,address,addA133addB1041,Web,complete,insertValue,2019-03-06T01:36:29.968+11:00,Country125,country,Web,complete,insertValue,2019-03-06T01:36:38.807+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:36:49.629+11:00,OK,Web,complete,clickButton,2019-03-06T01:36:53.615+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:36:55.497+11:00,,,,,,,,,,,,,,,
821,Clients,Web,complete,clickButton,2019-03-06T01:37:09.471+11:00,clientID,ID1561,Web,complete,insertValue,2019-03-06T01:37:11.384+11:00,Web,complete,pressKey,2019-03-06T01:37:22.407+11:00,enter,update,ID1561,Web,complete,clickButton,2019-03-06T01:37:25.260+11:00,address,addA921addB759,Web,complete,insertValue,2019-03-06T01:37:29.680+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:37:33.193+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:37:33.193+11:00,ID1561,address,addB759,Web,complete,copy,2019-03-06T01:37:41.037+11:00,paste,A,addB759,Excel,5,complete,2019-03-06T01:37:45.556+11:00,save,Excel,complete,saveFile,2019-03-06T01:37:50.543+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:37:51.593+11:00
822,Clients,Web,complete,clickButton,2019-03-06T01:38:04.285+11:00,clientID,ID376,Web,complete,insertValue,2019-03-06T01:38:07.296+11:00,Web,complete,pressKey,2019-03-06T01:38:09.176+11:00,enter,update,ID376,Web,complete,clickButton,2019-03-06T01:38:13.344+11:00,address,addA1278addB805,Web,complete,insertValue,2019-03-06T01:38:15.368+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:38:30.056+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:38:42.724+11:00,ID376,address,addB805,Web,complete,copy,2019-03-06T01:38:46.645+11:00,paste,A,addB805,Excel,5,complete,2019-03-06T01:38:51.265+11:00,save,Excel,complete,saveFile,2019-03-06T01:38:54.564+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:38:57.260+11:00
823,Clients,Web,complete,clickButton,2019-03-06T01:39:12.196+11:00,clientID,ID255,Web,complete,insertValue,2019-03-06T01:39:15.622+11:00,Web,complete,pressKey,2019-03-06T01:39:26.157+11:00,enter,update,ID255,Web,complete,clickButton,2019-03-06T01:39:28.636+11:00,address,addA1751addB135,Web,complete,insertValue,2019-03-06T01:39:30.756+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:39:40.115+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:39:41.987+11:00,ID255,address,addB135,Web,complete,copy,2019-03-06T01:39:48.852+11:00,paste,A,addB135,Excel,5,complete,2019-03-06T01:39:57.572+11:00,save,Excel,complete,saveFile,2019-03-06T01:40:01.575+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:40:04.730+11:00
824,Clients,Web,complete,clickButton,2019-03-06T01:40:17.569+11:00,clientID,ID1718,Web,complete,insertValue,2019-03-06T01:40:20.887+11:00,Web,complete,pressKey,2019-03-06T01:40:33.420+11:00,enter,update,ID1718,Web,complete,clickButton,2019-03-06T01:40:34.107+11:00,address,addA334addB519,Web,complete,insertValue,2019-03-06T01:40:35.888+11:00,Country129,country,Web,complete,insertValue,2019-03-06T01:40:49.735+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:41:04.302+11:00,OK,Web,complete,clickButton,2019-03-06T01:41:06.443+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:41:10.774+11:00,,,,,,,,,,,,,,,
825,Clients,Web,complete,clickButton,2019-03-06T01:41:23.846+11:00,clientID,ID182,Web,complete,insertValue,2019-03-06T01:41:27.669+11:00,Web,complete,pressKey,2019-03-06T01:41:44.629+11:00,enter,update,ID182,Web,complete,clickButton,2019-03-06T01:41:48.796+11:00,address,addA147addB1745,Web,complete,insertValue,2019-03-06T01:41:51.578+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:42:06.578+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:42:17.346+11:00,ID182,address,addB1745,Web,complete,copy,2019-03-06T01:42:17.458+11:00,paste,A,addB1745,Excel,5,complete,2019-03-06T01:42:25.633+11:00,save,Excel,complete,saveFile,2019-03-06T01:42:30.468+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:42:33.311+11:00
826,Clients,Web,complete,clickButton,2019-03-06T01:42:46.487+11:00,clientID,ID1424,Web,complete,insertValue,2019-03-06T01:42:49.529+11:00,Web,complete,pressKey,2019-03-06T01:42:55.392+11:00,enter,update,ID1424,Web,complete,clickButton,2019-03-06T01:42:59.570+11:00,address,addA839addB1160,Web,complete,insertValue,2019-03-06T01:43:01.895+11:00,Country98,country,Web,complete,insertValue,2019-03-06T01:43:05.702+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:43:09.961+11:00,OK,Web,complete,clickButton,2019-03-06T01:43:14.181+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:43:15.446+11:00,,,,,,,,,,,,,,,
827,Clients,Web,complete,clickButton,2019-03-06T01:43:28.091+11:00,clientID,ID838,Web,complete,insertValue,2019-03-06T01:43:31.770+11:00,Web,complete,pressKey,2019-03-06T01:43:40.277+11:00,enter,update,ID838,Web,complete,clickButton,2019-03-06T01:43:44.045+11:00,address,addA275addB762,Web,complete,insertValue,2019-03-06T01:43:48.400+11:00,Country184,country,Web,complete,insertValue,2019-03-06T01:43:56.144+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:44:01.426+11:00,OK,Web,complete,clickButton,2019-03-06T01:44:05.366+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:44:06.959+11:00,,,,,,,,,,,,,,,
828,Clients,Web,complete,clickButton,2019-03-06T01:44:20.051+11:00,clientID,ID1714,Web,complete,insertValue,2019-03-06T01:44:23.677+11:00,Web,complete,pressKey,2019-03-06T01:44:30.251+11:00,enter,update,ID1714,Web,complete,clickButton,2019-03-06T01:44:31.784+11:00,address,addA1337addB1363,Web,complete,insertValue,2019-03-06T01:44:34.963+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:44:40.448+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:44:51.934+11:00,ID1714,address,addB1363,Web,complete,copy,2019-03-06T01:45:11.131+11:00,paste,A,addB1363,Excel,5,complete,2019-03-06T01:45:17.212+11:00,save,Excel,complete,saveFile,2019-03-06T01:45:18.980+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:45:22.373+11:00
829,Clients,Web,complete,clickButton,2019-03-06T01:45:35.647+11:00,clientID,ID45,Web,complete,insertValue,2019-03-06T01:45:37.973+11:00,Web,complete,pressKey,2019-03-06T01:45:41.604+11:00,enter,update,ID45,Web,complete,clickButton,2019-03-06T01:45:44.318+11:00,address,addA1714addB1294,Web,complete,insertValue,2019-03-06T01:45:49.230+11:00,Country169,country,Web,complete,insertValue,2019-03-06T01:45:52.442+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:45:55.612+11:00,OK,Web,complete,clickButton,2019-03-06T01:45:58.388+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:46:00.993+11:00,,,,,,,,,,,,,,,
830,Clients,Web,complete,clickButton,2019-03-06T01:46:13.915+11:00,clientID,ID298,Web,complete,insertValue,2019-03-06T01:46:17.010+11:00,Web,complete,pressKey,2019-03-06T01:46:19.684+11:00,enter,update,ID298,Web,complete,clickButton,2019-03-06T01:46:23.366+11:00,address,addA1241addB1055,Web,complete,insertValue,2019-03-06T01:46:26.895+11:00,Country38,country,Web,complete,insertValue,2019-03-06T01:46:42.131+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:46:56.035+11:00,OK,Web,complete,clickButton,2019-03-06T01:46:57.252+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:46:59.380+11:00,,,,,,,,,,,,,,,
831,Clients,Web,complete,clickButton,2019-03-06T01:47:12.632+11:00,clientID,ID987,Web,complete,insertValue,2019-03-06T01:47:15.162+11:00,Web,complete,pressKey,2019-03-06T01:47:28.560+11:00,enter,update,ID987,Web,complete,clickButton,2019-03-06T01:47:28.891+11:00,address,addA1017addB225,Web,complete,insertValue,2019-03-06T01:47:31.935+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:47:38.226+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:47:48.608+11:00,ID987,address,addB225,Web,complete,copy,2019-03-06T01:47:53.680+11:00,paste,A,addB225,Excel,5,complete,2019-03-06T01:48:08.042+11:00,save,Excel,complete,saveFile,2019-03-06T01:48:11.236+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:48:13.586+11:00
832,Clients,Web,complete,clickButton,2019-03-06T01:48:27.747+11:00,clientID,ID1875,Web,complete,insertValue,2019-03-06T01:48:31.664+11:00,Web,complete,pressKey,2019-03-06T01:48:34.343+11:00,enter,update,ID1875,Web,complete,clickButton,2019-03-06T01:48:36.879+11:00,address,addA1317addB1479,Web,complete,insertValue,2019-03-06T01:48:39.393+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:48:45.107+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:48:54.223+11:00,ID1875,address,addB1479,Web,complete,copy,2019-03-06T01:49:01.353+11:00,paste,A,addB1479,Excel,5,complete,2019-03-06T01:49:09.874+11:00,save,Excel,complete,saveFile,2019-03-06T01:49:13.736+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:49:15.159+11:00
833,Clients,Web,complete,clickButton,2019-03-06T01:49:27.070+11:00,clientID,ID659,Web,complete,insertValue,2019-03-06T01:49:30.485+11:00,Web,complete,pressKey,2019-03-06T01:49:38.187+11:00,enter,update,ID659,Web,complete,clickButton,2019-03-06T01:49:40.635+11:00,address,addA278addB1781,Web,complete,insertValue,2019-03-06T01:49:44.801+11:00,Country147,country,Web,complete,insertValue,2019-03-06T01:49:56.992+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:50:08.465+11:00,OK,Web,complete,clickButton,2019-03-06T01:50:11.713+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:50:14.811+11:00,,,,,,,,,,,,,,,
834,Clients,Web,complete,clickButton,2019-03-06T01:50:26.901+11:00,clientID,ID1018,Web,complete,insertValue,2019-03-06T01:50:30.862+11:00,Web,complete,pressKey,2019-03-06T01:50:40.863+11:00,enter,update,ID1018,Web,complete,clickButton,2019-03-06T01:50:43.231+11:00,address,addA1395addB1117,Web,complete,insertValue,2019-03-06T01:50:45.523+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:50:50.054+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:50:53.516+11:00,ID1018,address,addB1117,Web,complete,copy,2019-03-06T01:51:01.089+11:00,paste,A,addB1117,Excel,5,complete,2019-03-06T01:51:09.256+11:00,save,Excel,complete,saveFile,2019-03-06T01:51:11.499+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:51:15.375+11:00
835,Clients,Web,complete,clickButton,2019-03-06T01:51:27.882+11:00,clientID,ID912,Web,complete,insertValue,2019-03-06T01:51:29.292+11:00,Web,complete,pressKey,2019-03-06T01:51:37.508+11:00,enter,update,ID912,Web,complete,clickButton,2019-03-06T01:51:40.056+11:00,address,addA1572addB655,Web,complete,insertValue,2019-03-06T01:51:43.081+11:00,Country85,country,Web,complete,insertValue,2019-03-06T01:51:52.099+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:52:05.831+11:00,OK,Web,complete,clickButton,2019-03-06T01:52:08.866+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:52:11.711+11:00,,,,,,,,,,,,,,,
836,Clients,Web,complete,clickButton,2019-03-06T01:52:25.089+11:00,clientID,ID352,Web,complete,insertValue,2019-03-06T01:52:27.802+11:00,Web,complete,pressKey,2019-03-06T01:52:27.802+11:00,enter,update,ID352,Web,complete,clickButton,2019-03-06T01:52:31.921+11:00,address,addA1278addB253,Web,complete,insertValue,2019-03-06T01:52:33.876+11:00,Country11,country,Web,complete,insertValue,2019-03-06T01:52:42.936+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:52:53.461+11:00,OK,Web,complete,clickButton,2019-03-06T01:52:57.661+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:53:00.369+11:00,,,,,,,,,,,,,,,
837,Clients,Web,complete,clickButton,2019-03-06T01:53:13.426+11:00,clientID,ID245,Web,complete,insertValue,2019-03-06T01:53:18.777+11:00,Web,complete,pressKey,2019-03-06T01:53:20.383+11:00,enter,update,ID245,Web,complete,clickButton,2019-03-06T01:53:22.291+11:00,address,addA49addB773,Web,complete,insertValue,2019-03-06T01:53:24.076+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:53:28.031+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:53:32.201+11:00,ID245,address,addB773,Web,complete,copy,2019-03-06T01:53:44.943+11:00,paste,A,addB773,Excel,5,complete,2019-03-06T01:53:50.272+11:00,save,Excel,complete,saveFile,2019-03-06T01:53:53.668+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:53:57.777+11:00
838,Clients,Web,complete,clickButton,2019-03-06T01:54:10.218+11:00,clientID,ID543,Web,complete,insertValue,2019-03-06T01:54:13.765+11:00,Web,complete,pressKey,2019-03-06T01:54:23.453+11:00,enter,update,ID543,Web,complete,clickButton,2019-03-06T01:54:26.377+11:00,address,addA1023addB1698,Web,complete,insertValue,2019-03-06T01:54:29.698+11:00,Australia,country,Web,complete,insertValue,2019-03-06T01:54:30.662+11:00,C:/Customers/Australia/,openFile,xls,Excel,complete,2019-03-06T01:54:30.662+11:00,ID543,address,addB1698,Web,complete,copy,2019-03-06T01:54:44.564+11:00,paste,A,addB1698,Excel,5,complete,2019-03-06T01:54:53.926+11:00,save,Excel,complete,saveFile,2019-03-06T01:54:57.183+11:00,ConfirmWithFile,Web,complete,clickButton,2019-03-06T01:55:00.508+11:00
839,Clients,Web,complete,clickButton,2019-03-06T01:55:12.155+11:00,clientID,ID1797,Web,complete,insertValue,2019-03-06T01:55:14.698+11:00,Web,complete,pressKey,2019-03-06T01:55:28.596+11:00,enter,update,ID1797,Web,complete,clickButton,2019-03-06T01:55:29.935+11:00,address,addA589addB134,Web,complete,insertValue,2019-03-06T01:55:32.857+11:00,Country7,country,Web,complete,insertValue,2019-03-06T01:55:38.575+11:00,UnbindFile,Web,complete,clickButton,2019-03-06T01:55:52.262+11:00,OK,Web,complete,clickButton,2019-03-06T01:55:55.099+11:00,Confirm,Web,complete,clickButton,2019-03-06T01:55:58.427+11:00,,,,,,,,,,,,,,,
